YEAR,AUTHORS,GEOM,MAT,ROD_DIM,ROD_PITCH,SHROUD_DIM,Lh,FLUID,FLOW_DIR,POW_DIST,P_IN,G,T_IN,TSUB_IN,HSUB_IN,XE_IN,P_EXIT,T_EXIT,TSUB_EXIT,HSUB_EXIT,X_EXIT,XE_EXIT,CHF,Z_CHF,APP,CHANGE,CHF_DETECT,FQ
none,none,none,none,m,m,m,m,none,degree,none,Pa,kg/m2-s,K,K,J/kg,none,Pa,K,K,J/kg,none,none,W/m2,m,none,none,none,none
1955,Warren et al.,C0,SS-304,,,0.0017018,0.08509,water,90,uniform,,935.8,,76.1,,,101353,,,,0.4,,5709810,0.08509,,,,
1955,Warren et al.,C0,SS-304,,,0.0017018,0.0638175,water,90,uniform,,160.04,,76.1,,,101353,,,,0.7,,2031557,0.06382,,,,
1955,Warren et al.,C0,SS-304,,,0.0017018,0.0638175,water,90,uniform,,238.7,,76.1,,,101353,,,,0.62,,2728721,0.06382,,,,
1955,Warren et al.,C0,SS-304,,,0.0017018,0.0638175,water,90,uniform,,316,,76.1,,,101353,,,,0.54,,3249229,0.06382,,,,
1955,Warren et al.,C0,SS-304,,,0.0017018,0.0638175,water,90,uniform,,492.31,,76.1,,,101353,,,,0.41,,4100968,0.06382,,,,
1955,Warren et al.,C0,SS-304,,,0.0017018,0.0638175,water,90,uniform,,603.52,,76.1,,,101353,,,,0.36,,4511065,0.06382,,,,
1955,Warren et al.,C0,SS-304,,,0.0017018,0.042545,water,90,uniform,,979.2,,76.1,,,101353,,,,0.23,,5488988,0.04255,,,,
1955,Warren et al.,C0,SS-304,,,0.0017018,0.042545,water,90,uniform,,1289.77,,76.1,,,101353,,,,0.21,,6782371,0.04255,,,,
1955,Warren et al.,C0,SS-304,,,0.0017018,0.042545,water,90,uniform,,1966.53,,76.1,,,101353,,,,0.14,,8265028,0.04255,,,,
1955,Warren et al.,C0,SS-304,,,0.0017018,0.042545,water,90,uniform,,160.04,,76.1,,,101353,,,,0.65,,2858059,0.04255,,,,
1955,Warren et al.,C0,SS-304,,,0.0017018,0.042545,water,90,uniform,,303.8,,76.1,,,101353,,,,0.44,,3974785,0.04255,,,,
1955,Warren et al.,C0,SS-304,,,0.0017018,0.042545,water,90,uniform,,465.19,,76.1,,,101353,,,,0.35,,5205075,0.04255,,,,
1955,Warren et al.,C0,SS-304,,,0.0017018,0.042545,water,90,uniform,,614.37,,76.1,,,101353,,,,0.26,,5615172,0.04255,,,,
1955,Warren et al.,C0,SS-304,,,0.0017018,0.042545,water,90,uniform,,653.7,,76.1,,,101353,,,,0.25,,5772902,0.04255,,,,
1955,Warren et al.,C0,SS-304,,,0.0017018,0.042545,water,90,uniform,,1300.62,,76.1,,,101353,,,,0.1,,6940100,0.04255,,,,
1955,Warren et al.,C0,SS-304,,,0.0017018,0.042545,water,90,uniform,,2007.22,,76.1,,,101353,,,,0.06,,9242952,0.04255,,,,
1955,Warren et al.,C0,SS-304,,,0.001016,0.0508,water,90,uniform,,398.73,,76.1,,,101353,,,,0.52,,2981088,0.0508,,,,
1955,Warren et al.,C0,SS-304,,,0.001016,0.0508,water,90,uniform,,683.54,,76.1,,,101353,,,,0.35,,3785509,0.0508,,,,
1955,Warren et al.,C0,SS-304,,,0.001016,0.0508,water,90,uniform,,885.62,,76.1,,,101353,,,,0.28,,4132514,0.0508,,,,
1955,Warren et al.,C0,SS-304,,,0.001016,0.0508,water,90,uniform,,1335.89,,76.1,,,101353,,,,0.18,,4858070,0.0508,,,,
1955,Warren et al.,C0,SS-304,,,0.001016,0.0508,water,90,uniform,,1790.22,,76.1,,,101353,,,,0.14,,5552080,0.0508,,,,
1955,Warren et al.,C0,SS-304,,,0.001016,0.0508,water,90,uniform,,2820.96,,76.1,,,101353,,,,0.08,,7129376,0.0508,,,,
1955,Warren et al.,C0,SS-304,,,0.001016,0.0508,water,90,uniform,,3716.07,,76.1,,,101353,,,,0.06,,8391212,0.0508,,,,
1955,Warren et al.,C0,SS-304,,,0.001016,0.0508,water,90,uniform,,5587.67,,76.1,,,101353,,,,0.05,,12050538,0.0508,,,,
1955,Warren et al.,C0,SS-304,,,0.001016,0.0381,water,90,uniform,,481.46,,76.1,,,101353,,,,0.42,,4037876,0.0381,,,,
1955,Warren et al.,C0,SS-304,,,0.001016,0.0381,water,90,uniform,,698.46,,76.1,,,101353,,,,0.29,,4479519,0.0381,,,,
1955,Warren et al.,C0,SS-304,,,0.001016,0.0381,water,90,uniform,,900.54,,76.1,,,101353,,,,0.22,,4826524,0.0381,,,,
1955,Warren et al.,C0,SS-304,,,0.001016,0.0381,water,90,uniform,,1369.79,,76.1,,,101353,,,,0.12,,5457442,0.0381,,,,
1955,Warren et al.,C0,SS-304,,,0.001016,0.0381,water,90,uniform,,1776.66,,76.1,,,101353,,,,0.08,,5899085,0.0381,,,,
1955,Warren et al.,C0,SS-304,,,0.001016,0.0381,water,90,uniform,,2780.27,,76.1,,,101353,,,,0.04,,7507927,0.0381,,,,
1955,Warren et al.,C0,SS-304,,,0.001016,0.0381,water,90,uniform,,3756.76,,76.1,,,101353,,,,0.03,,9716140,0.0381,,,,
1955,Warren et al.,C0,SS-304,,,0.001016,0.0381,water,90,uniform,,5641.92,,76.1,,,101353,,,,0.03,,14700394,0.0381,,,,
1955,Warren et al.,C0,SS-304,,,0.001016,0.0254,water,90,uniform,,458.41,,76.1,,,101353,,,,0.28,,4321790,0.0254,,,,
1955,Warren et al.,C0,SS-304,,,0.001016,0.0254,water,90,uniform,,706.6,,76.1,,,101353,,,,0.17,,4921162,0.0254,,,,
1955,Warren et al.,C0,SS-304,,,0.001016,0.0254,water,90,uniform,,931.73,,76.1,,,101353,,,,0.11,,5268167,0.0254,,,,
1955,Warren et al.,C0,SS-304,,,0.001016,0.0254,water,90,uniform,,1352.16,,76.1,,,101353,,,,0.05,,5867539,0.0254,,,,
1955,Warren et al.,C0,SS-304,,,0.001016,0.0254,water,90,uniform,,1885.16,,76.1,,,101353,,,,0.03,,7066284,0.0254,,,,
1955,Warren et al.,C0,SS-304,,,0.001016,0.0254,water,90,uniform,,2793.83,,76.1,,,101353,,,,0.01,,9684594,0.0254,,,,
1955,Warren et al.,C0,SS-304,,,0.001016,0.0254,water,90,uniform,,3729.63,,76.1,,,101353,,,,0.01,,12586818,0.0254,,,,
1955,Warren et al.,C0,SS-304,,,0.001016,0.0254,water,90,uniform,,5750.41,,76.1,,,101353,,,,0.01,,19274551,0.0254,,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,353.98,,,,,6915443,,,164448.2,61.5,,829657,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,457.05,,,,,6908549,,,139792.6,53.6,,933759,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,806.9567905,,,,,6936127.64129602,,,148398.8,38.1,,1182971.625,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1232.8129791,,,,,6922338.12312247,,,141653.4,27.6,,1432184.314,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1352.16,,,,,6943022,,,383790,21,,2041020,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1546.1,,,,,6874075,,,620111.6,14.8,,2813895,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1613.91,,,,,6908549,,,127697.4,22.3,,1618305,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1295.2,,,,,6901654,,,191429.8,25.9,,1618305,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1006.32,,,,,6977496,,,400072,23.1,,1621460,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1586.79,,,,,6887864,,,169565.4,20.8,,1665624,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1573.23,,,,,6908549,,,167239.4,21.3,,1653006,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1451.17,,,,,6894759,,,293076,21.1,,1911682,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1613.91,,,,,6846496,,,553588,13.6,,2649856,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1036.16,,,,,6880970,,,139560,31.8,,1384865,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1013.1,,,,,6908549,,,140955.6,31.8,,1353320,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,572.33,,,,,6915443,,,194918.8,48.1,,1132498,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1354.87,,,,,7053339,,,172356.6,24.8,,1593068,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1586.79,,,,,6977496,,,427984,16.2,,2372252,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1040.23,,,,,6936128,,,148398.8,30.4,,1375402,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1105.33,,,,,6901654,,,223761.2,27.3,,1511049,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,599.45,,,,,6825811,,,120719.4,45.9,,1047324,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1749.54,,,,,6722390,,,611738,11.5,,2959006,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1250.44,,,,,7080918,,,502416,18.6,,2091494,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1110.75,,,,,6894759,,,234926,25.6,,1485812,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1099.9,,,,,6908549,,,234926,23.5,,1397484,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,750,,,,,6963707,,,118626,38.1,,1116725,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,336.35,,,,,6991286,,,432636,6.55,,867513,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1668.16,,,,,6901654,,,660584,8.5,,1943228,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1097.19,,,,,6901654,,,483808,24.2,,1406948,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1559.66,,,,,6929233,,,58847.8,22.6,,1347010,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1546.1,,,,,7046444,,,248882,17.7,,1700325,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1132.45,,,,,6791338,,,451244,19.8,,1829663,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1098.55,,,,,6922338,,,70012.6,30.7,,1252373,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,725.58,,,,,6894759,,,91179.2,40.5,,1097798,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.00635,,0.022225,1.3716,water,90,uniform,,949.36,,,,,6894759,,,126767,20.5,,1526822,1.3716,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.00635,,0.022225,1.3716,water,90,uniform,,851.71,,,,,6894759,,,139094.8,21,,1429030,1.3716,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.00635,,0.022225,1.3716,water,90,uniform,,1004.97,,,,,6894759,,,130953.8,19.6,,1577296,1.3716,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.00635,,0.022225,1.3716,water,90,uniform,,958.85,,,,,6894759,,,125371.4,21.4,,1586759,1.3716,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.00635,,0.022225,1.3716,water,90,uniform,,539.78,,,,,6894759,,,166309,30.7,,1233445,1.3716,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.00635,,0.022225,1.3716,water,90,uniform,,679.47,,,,,6894759,,,148631.4,26.6,,1378556,1.3716,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.00635,,0.022225,1.3716,water,90,uniform,,774.41,,,,,6894759,,,307497.2,22,,1823354,1.3716,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.00635,,0.022225,1.3716,water,90,uniform,,778.48,,,,,6894759,,,333083.2,21.1,,1873827,1.3716,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.00635,,0.022225,1.3716,water,90,uniform,,645.57,,,,,6894759,,,84201.2,30.8,,1306001,1.3716,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.00635,,0.022225,1.3716,water,90,uniform,,569.62,,,,,6894759,,,81177.4,35.1,,1312310,1.3716,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.00635,,0.022225,1.3716,water,90,uniform,,512.65,,,,,6894759,,,86062,37.5,,1233445,1.3716,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.00635,,0.022225,1.3716,water,90,uniform,,446.2,,,,,6894759,,,146538,35.9,,1132498,1.3716,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.00635,,0.022225,1.3716,water,90,uniform,,446.2,,,,,6894759,,,160494,35.1,,1132498,1.3716,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.00635,,0.022225,1.3716,water,90,uniform,,577.75,,,,,6894759,,,109322,35.6,,1378556,1.3716,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.00635,,0.022225,1.3716,water,90,uniform,,623.87,,,,,6894759,,,203757.6,31.6,,1567832,1.3716,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,876.12,,,,,7060233,,,133745,35.4,,1274455,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1200.26,,,,,6825811,,,103972.2,28.5,,1413257,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1722.41,,,,,7032654,,,90714,22.4,,1615151,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1464.73,,,,,6874075,,,279120,22.7,,1993702,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1478.29,,,,,7025760,,,300054,21.9,,2037866,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1259.94,,,,,6922338,,,93040,33.4,,1649851,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1075.49,,,,,6922338,,,121882.4,29.7,,1343856,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1356.23,,,,,6922338,,,109089.4,25.4,,1470039,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1586.79,,,,,6853391,,,90714,22,,1476349,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1708.85,,,,,6908549,,,90481.4,20.7,,1504740,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1912.28,,,,,6880970,,,95831.2,18.1,,1545750,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1966.53,,,,,6894759,,,276794,14,,2107267,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1735.97,,,,,6887864,,,119556.4,17.9,,1485812,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1546.1,,,,,6901654,,,126301.8,20.1,,1451112,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1352.16,,,,,6901654,,,132349.4,22.4,,1397484,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1150.08,,,,,6880970,,,140490.4,27.4,,1397484,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1010.39,,,,,6894759,,,157470.2,29.2,,1324928,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,792.04,,,,,6880970,,,179567.2,34.8,,1223981,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1871.6,,,,,6894759,,,170030.6,13.7,,1548904,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,564.19,,,,,6894759,,,207014,44.8,,1091488,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,724.23,,,,,6956812,,,186312.6,38.5,,1217672,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,724.23,,,,,6936128,,,173287,39.3,,1217672,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,728.3,,,,,6894759,,,171193.6,39.9,,1236600,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,966.99,,,,,6894759,,,149561.8,31,,1309155,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1181.28,,,,,7005075,,,134675.4,26.9,,1397484,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1396.92,,,,,6922338,,,124208.4,22.8,,1432184,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1613.91,,,,,6936128,,,103507,20.5,,1470039,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1830.91,,,,,6949917,,,98157.2,18.4,,1504740,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,573.69,,,,,6880970,,,188406,45,,1091488,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,547.92,,,,,4198908,,,131186.4,47.4,,1126189,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,671.33,,,,,4129961,,,134908,41.8,,1246063,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1410.48,,,,,4143750,,,101181,23.9,,1577296,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1559.66,,,,,4129961,,,96761.6,22.3,,1630924,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1127.03,,,,,4123066,,,111415.4,28.7,,1482658,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,942.58,,,,,4123066,,,110717.6,32.7,,1378556,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1009.04,,,,,4129961,,,122347.6,31.3,,1451112,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1369.79,,,,,4129961,,,93272.6,26.4,,1630924,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1708.85,,,,,4129961,,,94435.6,22.4,,1785499,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1803.79,,,,,4143750,,,86294.6,21.6,,1791808,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,2075.03,,,,,4116171,,,362158.2,2.6,,1848590,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,2034.34,,,,,4109276,,,81410,19.8,,1861209,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1559.66,,,,,4123066,,,88155.4,24.5,,1725561,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1021.24,,,,,4088592,,,104204.8,32.1,,1457421,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1093.12,,,,,6894759,,,317266.4,28.6,,1794962,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,797.46,,,,,6887864,,,339596,35.1,,1523667,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,854.42,,,,,6922338,,,516139.4,33.6,,1917991,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1063.28,,,,,6908549,,,574754.6,24.1,,2189286,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1095.83,,,,,6901654,,,646628,21.7,,2343861,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1573.23,,,,,6922338,,,551262,14.8,,2681402,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1749.54,,,,,6887864,,,515441.6,13.4,,2753958,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1871.6,,,,,6880970,,,524745.6,11.3,,2845441,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1980.1,,,,,6880970,,,505672.4,9.79,,2845441,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,2088.59,,,,,6887864,,,502183.4,9.65,,2965316,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1396.92,,,,,6880970,,,140490.4,20.9,,1397484,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1613.91,,,,,6901654,,,122115,18.6,,1429030,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1830.91,,,,,6880970,,,177008.6,11.8,,1432184,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1041.58,,,,,6880970,,,578708.8,25,,2186132,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1086.34,,,,,6908549,,,678726.8,20.9,,2369098,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1329.11,,,,,6874075,,,590338.8,17.5,,2488972,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1212.47,,,,,6887864,,,566148.4,16.5,,2167204,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,870.7,,,,,6894759,,,585919.4,28.5,,1943228,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,724.23,,,,,689476,,,637091.4,33.3,,1810735,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,945.29,,,,,6887864,,,150957.4,28.9,,1217672,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1182.63,,,,,6922338,,,135373.2,23.5,,1271300,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1491.85,,,,,6901654,,,123278,20.2,,1290228,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1586.79,,,,,6908549,,,114439.2,17.1,,1296537,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,522.15,,,,,6887864,,,233065.2,43.2,,1012624,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,642.85,,,,,6922338,,,196547,40.4,,1135653,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,747.28,,,,,6887864,,,182823.6,37.1,,1217672,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1627.48,,,,,6956812,,,120021.6,18.7,,1432184,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1790.22,,,,,6956812,,,120021.6,15.5,,1381711,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1885.16,,,,,6977496,,,102576.6,15.5,,1388020,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,2007.22,,,,,6956812,,,101646.2,14.1,,1388020,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1137.88,,,,,6901654,,,501253,21,,2041020,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1274.86,,,,,6894759,,,502183.4,20.3,,2261842,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1518.98,,,,,6901654,,,501253,14.7,,2400644,2.5908,BWR,,,
1963,Janssen & Kervinen,C1,SS,0.013716,,0.022225,2.5908,water,90,uniform,,1641.04,,,,,6970601,,,513115.6,14.7,,2653011,2.5908,BWR,,,
